company_name,company_url,industry,rating,reviews,headquarter,other_locations_count,highly_rated_for,critically_rated_for,salaries,interviews,jobs,benefits,photos
Marine Electricals,https://www.ambitionbox.com/overview/marine-electricals-overview,Industrial Automation,3.6,241.0,Mumbai,22,,"Promotions, Company Culture, Work Satisfaction",1300.0,26,7,15,--
Qdigi Services,https://www.ambitionbox.com/overview/qdigi-services-overview,Recruitment,3.6,242.0,Noida,46,,"Promotions, Job Security, Skill Development",599.0,12,3,15,--
Little Millennium,https://www.ambitionbox.com/overview/little-millennium-overview,EdTech,3.7,241.0,Pune,45,Skill Development,,693.0,21,6,21,--
Intuit,https://www.ambitionbox.com/overview/intuit-overview,IT Services & Consulting,3.3,242.0,Bengaluru,14,Salary,,3000.0,88,--,14,--
Rasna,https://www.ambitionbox.com/overview/rasna-overview,Food Processing,3.3,242.0,Ahmedabad,56,,"Promotions, Company Culture, Work Satisfaction",605.0,18,--,13,--
Anand CY Myutec Automotive,https://www.ambitionbox.com/overview/anand-cy-myutec-automotive-overview,Auto Components,3.8,242.0,Gurugram,13,"Job Security, Company Culture",,742.0,13,--,29,3
ICPA Health Products,https://www.ambitionbox.com/overview/icpa-health-products-ltd-dot-overview,Healthcare,3.3,241.0,Mumbai,41,,"Salary, Promotions, Company Culture",672.0,16,46,20,--
HEG,https://www.ambitionbox.com/overview/heg-overview,Semiconductors,3.7,242.0,Bhopal,11,,"Promotions, Company Culture, Work Life Balance",970.0,18,3,27,--
MQSYS Technologies,https://www.ambitionbox.com/overview/mqsys-technologies-overview,IT Services & Consulting,3.6,241.0,Chennai,17,Work Life Balance,,2200.0,15,--,9,--
NCR Atleos,https://www.ambitionbox.com/overview/ncr-atleos-overview,Banking,3.8,241.0,Mumbai,20,,"Promotions, Skill Development, Work Satisfaction",1300.0,17,4,5,--
Carnival Cinemas,https://www.ambitionbox.com/overview/carnival-cinemas-overview,Media & Entertainment,3.9,242.0,Mumbai,61,"Work Life Balance, Work Satisfaction, Company Culture",,754.0,8,--,21,--
LUX Industries,https://www.ambitionbox.com/overview/lux-industries-overview,Fashion & Textile,3.5,242.0,Kolkata,29,,"Promotions, Salary, Company Culture",1100.0,10,2,13,--
PIT Solutions,https://www.ambitionbox.com/overview/pit-solutions-overview,IT Services & Consulting,3.6,242.0,Thiruvananthapuram,5,Work Life Balance,,1100.0,19,34,70,26
The Indian Express,https://www.ambitionbox.com/overview/the-indian-express-overview,Printing & Publishing,3.9,241.0,Noida,30,"Work Life Balance, Job Security",,1300.0,8,--,19,--
United India Insurance Company,https://www.ambitionbox.com/overview/united-india-insurance-company-overview,Insurance,4.5,241.0,Chennai,90,"Job Security, Work Life Balance, Company Culture",,614.0,12,--,29,--
Hofincons Infotech & Industrial Services,https://www.ambitionbox.com/overview/hofincons-infotech-and-industrial-services-overview,Industrial Machinery,3.9,241.0,Chennai,40,"Company Culture, Skill Development",,620.0,9,--,29,--
Aditya Birla Money,https://www.ambitionbox.com/overview/aditya-birla-money-overview,Chennai +46 other locations,3.9,242.0,,,"Job Security, Work Life Balance, Company Culture",,758.0,23,--,15,--
Rajasthan Patrika,https://www.ambitionbox.com/overview/rajasthan-patrika-overview,Broadcasting,3.3,242.0,Jaipur,43,,"Promotions, Job Security, Skill Development",948.0,11,6,17,--
Albert David,https://www.ambitionbox.com/overview/albert-david-overview,Pharma,3.4,242.0,Kolkata,43,,"Promotions, Company Culture, Skill Development",619.0,18,2,6,--
Sonovision-Aetos,https://www.ambitionbox.com/overview/sonovision-aetos-overview,IT Services & Consulting,3.5,242.0,Bengaluru,3,,"Promotions, Salary, Job Security",1000.0,19,--,10,--
Manubhai Jewellers,https://www.ambitionbox.com/overview/manubhai-jewellers-overview,Jewellery,4.7,242.0,Mumbai,2,"Company Culture, Work Life Balance, Work Satisfaction",,195.0,62,5,3,31
BPL Medical Technologies,https://www.ambitionbox.com/overview/bpl-medical-technologies-overview,Medical Equipment,3.5,242.0,Bengaluru,31,,"Promotions, Work Satisfaction, Company Culture",994.0,15,--,18,5
National Small Industries Corporation,https://www.ambitionbox.com/overview/national-small-industries-corporation-overview,Government,3.9,242.0,New,Delhi,"Work Life Balance, Company Culture, Work Satisfaction",,584.0,16,--,12,--
Autometers Alliance,https://www.ambitionbox.com/overview/autometers-alliance-overview,Electronics Manufacturing,4.3,242.0,Noida,16,"Work Life Balance, Job Security, Company Culture",,946.0,16,--,25,1
Pontika Aerotech,https://www.ambitionbox.com/overview/pontika-aerotech-limited-overview,Pharma,3.6,242.0,Paonta,Sahib,Salary,,797.0,19,7,16,--
Oasis Fertility,https://www.ambitionbox.com/overview/oasis-fertility-overview,Healthcare,4.0,246.0,Hyderabad,22,"Work Life Balance, Work Satisfaction, Skill Development",,678.0,18,5,7,9
Zinnov Management Consulting,https://www.ambitionbox.com/overview/zinnov-management-consulting-overview,Management Consulting,3.2,243.0,Bengaluru,14,,"Promotions, Salary, Work Satisfaction",1600.0,30,41,17,--
Infoesearch Ites,https://www.ambitionbox.com/overview/infoesearch-ites-overview,Media & Entertainment,3.2,242.0,Hyderabad,9,,"Promotions, Salary, Job Security",646.0,31,5,6,--
Mining Engineering Services,https://www.ambitionbox.com/overview/mining-engineering-services-overview,Metals & Mining,3.6,242.0,Vadodara,18,,"Job Security, Skill Development",670.0,35,3,5,3
Airblack,https://www.ambitionbox.com/overview/airblack-overview,EdTech,3.9,242.0,Gurugram,6,"Salary, Company Culture",,281.0,26,4,17,9
The Mission Hospital,https://www.ambitionbox.com/overview/the-mission-hospital-overview,Healthcare,3.8,243.0,Durgapur,26,"Job Security, Skill Development",,816.0,9,11,20,--
JPM Group,https://www.ambitionbox.com/overview/jpm-industries-overview,Industrial Machinery,3.9,243.0,Gurugram,22,"Work Life Balance, Job Security, Company Culture",,1200.0,12,--,13,--
CodSoft,https://www.ambitionbox.com/overview/codsoft-overview,New Delhi +43 other locations,4.0,244.0,,,"Work Life Balance, Skill Development",,142.0,24,--,--,2
Steelman Telecom,https://www.ambitionbox.com/overview/steelman-telecom-overview,Telecom,3.7,244.0,Kolkata,52,,"Promotions, Job Security, Skill Development",697.0,9,--,10,--
Neolite Zkw Lightings,https://www.ambitionbox.com/overview/neolite-zkw-lightings-overview,Auto Components,3.8,242.0,Bahadurgarh,11,Skill Development,,929.0,25,5,20,14
"Sanjay Ghodawat International School, Kolhapur",https://www.ambitionbox.com/overview/sanjay-ghodawat-international-school-overview,Education & Training,3.4,242.0,Kolhapur,14,,"Promotions, Work Life Balance, Job Security",449.0,124,16,43,--
Omprime Technology Private Limited,https://www.ambitionbox.com/overview/om-prime-technologies-overview,IT Services & Consulting,4.0,242.0,Gurugram,5,"Company Culture, Work Life Balance, Work Satisfaction",,305.0,23,5,44,54
SUGAR Cosmetics,https://www.ambitionbox.com/overview/sugar-cosmetics-overview,Internet,3.8,241.0,Mumbai,50,,"Job Security, Promotions",1000.0,23,--,11,1
Programming.Com,https://www.ambitionbox.com/overview/programming-dot-com-overview,IT Services & Consulting,3.3,242.0,Gurugram,13,,"Job Security, Promotions, Company Culture",928.0,28,147,8,110
Shaw Toyota,https://www.ambitionbox.com/overview/shaw-toyota-overview,Automobile,4.9,241.0,Pune,3,"Company Culture, Work Life Balance, Work Satisfaction",,149.0,60,--,75,2
Maral Overseas,https://www.ambitionbox.com/overview/maral-overseas-overview,Fashion & Textile,3.6,242.0,Noida,16,,Promotions,854.0,8,2,16,1
MYND Intergrated Solutions,https://www.ambitionbox.com/overview/mynd-intergrated-solutions-overview,BPO,3.3,241.0,Gurugram,16,,"Promotions, Salary, Work Satisfaction",842.0,19,--,7,4
Tecnotree Convergence,https://www.ambitionbox.com/overview/tecnotree-convergence-overview,IT Services & Consulting,3.0,241.0,Bengaluru,3,,"Promotions, Salary, Company Culture",1700.0,16,--,18,--
Transcom India,https://www.ambitionbox.com/overview/transcom-overview,BPO,2.2,242.0,Gurugram,6,,"Job Security, Promotions, Company Culture",928.0,28,1,9,10
PIT Solutions,https://www.ambitionbox.com/overview/pit-solutions-overview,IT Services & Consulting,3.6,242.0,Thiruvananthapuram,5,Work Life Balance,,1100.0,19,34,70,26
Optimus Drugs,https://www.ambitionbox.com/overview/optimus-drugs-overview,Pharma,4.0,243.0,Hyderabad,8,"Work Life Balance, Salary, Job Security",,1100.0,12,--,20,1
Reserve Bank Information Technology,https://www.ambitionbox.com/overview/reserve-bank-information-technology-overview,IT Services & Consulting,3.2,243.0,Mumbai,9,,"Promotions, Work Satisfaction, Company Culture",2100.0,51,53,20,--
Box8,https://www.ambitionbox.com/overview/box8-overview,Hospitality,3.4,242.0,Bengaluru,20,,"Company Culture, Work Life Balance, Work Satisfaction",827.0,14,3,31,2
Government of West Bengal,https://www.ambitionbox.com/overview/government-of-west-bengal-overview,Government,3.6,240.0,Kolkata,39,Job Security,,898.0,10,--,14,--
Kalyani Maxion Wheels,https://www.ambitionbox.com/overview/kalyani-maxion-wheels-overview,Auto Components,4.1,240.0,Pune,7,"Job Security, Work Life Balance",,1000.0,6,--,22,--
Shiva Pharmachem,https://www.ambitionbox.com/overview/shiva-pharmachem-overview,Pharma,3.9,241.0,Vadodara,13,"Job Security, Work Life Balance",,1200.0,6,2,20,--
Prozo,https://www.ambitionbox.com/overview/prozo-overview,Logistics,3.4,244.0,Gurugram,29,,"Company Culture, Work Satisfaction, Promotions",1000.0,14,1,6,1
Expertrons,https://www.ambitionbox.com/overview/expertrons-overview,Education & Training,3.4,240.0,Mumbai,7,,"Job Security, Work Life Balance, Work Satisfaction",615.0,39,5,21,--
National Insurance Company,https://www.ambitionbox.com/overview/national-insurance-company-overview,Insurance,4.6,241.0,Kolkata,84,"Work Life Balance, Company Culture, Job Security",,585.0,8,--,24,--
Asian Institute of Medical Sciences,https://www.ambitionbox.com/overview/asian-institute-of-medical-sciences-overview,Faridabad +12 other locations,3.8,240.0,,,Work Life Balance,,1100.0,6,--,20,--
Ankura Hospital,https://www.ambitionbox.com/overview/ankura-hospital-overview,Healthcare,3.8,240.0,Hyderabad,13,,"Promotions, Salary",1100.0,17,9,4,--
Marathon Realty,https://www.ambitionbox.com/overview/marathon-realty-pvt-overview,Real Estate,3.8,240.0,Mumbai,7,"Company Culture, Job Security",,804.0,10,8,22,8
National Petroleum Construction Company,https://www.ambitionbox.com/overview/national-petroleum-construction-company-overview,Oil & Gas,4.5,240.0,Abu,Dhabi,"Work Life Balance, Work Satisfaction, Company Culture",,535.0,13,--,45,1
Veltris,https://www.ambitionbox.com/overview/veltris-overview,IT Services & Consulting,3.5,239.0,Hyderabad,6,Work Life Balance,,1200.0,23,12,12,13
EFKON INDIA,https://www.ambitionbox.com/overview/efkon-india-pvt-overview,IT Services & Consulting,4.0,239.0,Gurugram,27,"Salary, Work Life Balance, Job Security",,900.0,15,2,15,2
GLA University,https://www.ambitionbox.com/overview/gla-university-overview,Education & Training,3.4,239.0,Mathura,12,,"Promotions, Company Culture, Work Satisfaction",871.0,19,6,18,--
LawSikho,https://www.ambitionbox.com/overview/lawsikho-overview,New Delhi +9 other locations,3.7,241.0,,,,"Job Security, Promotions",514.0,34,3,6,--
Kriti Industries,https://www.ambitionbox.com/overview/kriti-industries-overview,Building Material,3.7,239.0,Indore,37,,"Promotions, Job Security, Work Satisfaction",709.0,14,--,21,--
SGB By BrandSafway,https://www.ambitionbox.com/overview/sgb-overview,Engineering & Construction,4.0,240.0,Hyderabad,34,"Work Life Balance, Work Satisfaction, Skill Development",,680.0,22,--,25,19
Croma Campus,https://www.ambitionbox.com/overview/croma-campus-overview,Education & Training,3.6,240.0,Noida,17,,"Work Life Balance, Work Satisfaction, Job Security",460.0,25,8,18,--
John Crane Sealing Systems India,https://www.ambitionbox.com/overview/john-crane-sealing-systems-overview,Industrial Machinery,3.3,239.0,Bengaluru,6,,"Promotions, Skill Development, Salary",1300.0,22,65,24,--
First Citizens India,https://www.ambitionbox.com/overview/first-citizens-india-overview,Financial Services,4.1,240.0,Bengaluru,3,"Salary, Company Culture, Work Life Balance",,1800.0,25,36,24,11
Matix Fertilisers & Chemicals,https://www.ambitionbox.com/overview/matix-fertilisers-and-chemicals-ltd-dot-overview,Agro Chemicals,3.7,239.0,Durgapur,16,,"Company Culture, Work Satisfaction, Promotions",1000.0,24,--,19,--
Ginger Hotels,https://www.ambitionbox.com/overview/ginger-hotels-overview,Hospitality,3.9,239.0,Mumbai,41,"Skill Development, Company Culture, Job Security",,726.0,9,--,20,--
Ganit Inc,https://www.ambitionbox.com/overview/ganit-inc-overview,IT Services & Consulting,3.9,238.0,Chennai,7,"Skill Development, Company Culture, Work Satisfaction",,825.0,33,11,3,11
LNV Technology,https://www.ambitionbox.com/overview/lnv-technology-overview,Industrial Machinery,3.9,239.0,Chennai,32,"Salary, Work Life Balance, Work Satisfaction",,686.0,14,--,11,6
Analytix Business Solutions,https://www.ambitionbox.com/overview/analytix-business-solutions-overview,Analytics & KPO,3.2,238.0,Ahmedabad,8,,"Promotions, Work Satisfaction, Company Culture",1200.0,30,4,14,12
Arihant Publications,https://www.ambitionbox.com/overview/arihant-publications-overview,Printing & Publishing,3.6,238.0,New,Delhi,,"Promotions, Job Security, Salary",559.0,28,4,12,1
Parason Machinery,https://www.ambitionbox.com/overview/parason-machinery-overview,Industrial Machinery,3.3,239.0,Chhatrapati,Sambhajinagar,,"Job Security, Promotions, Company Culture",1300.0,31,1,18,13
Rubamin,https://www.ambitionbox.com/overview/rubamin-ltd-dot-overview,Pharma,4.0,239.0,Vadodara,8,"Job Security, Company Culture, Work Life Balance",,1100.0,20,6,26,10
ADARSH DEVELOPERS,https://www.ambitionbox.com/overview/adarsh-developers-overview,Real Estate,4.2,238.0,Bengaluru,5,"Work Life Balance, Job Security, Company Culture",,723.0,14,7,21,--
Gem Engserv,https://www.ambitionbox.com/overview/gem-engserv-overview,Engineering & Construction,4.0,238.0,Mumbai,22,"Work Life Balance, Salary, Company Culture",,919.0,31,--,19,1
Impressico Business Solutions,https://www.ambitionbox.com/overview/impressico-business-solutions-overview,IT Services & Consulting,4.4,238.0,Noida,9,"Company Culture, Work Life Balance, Job Security",,1100.0,19,16,42,9
Ankura Hospital,https://www.ambitionbox.com/overview/ankura-hospital-overview,Healthcare,3.8,240.0,Hyderabad,13,,"Promotions, Salary",1100.0,17,9,4,--
Amrita Vishwa Vidyapeetham,https://www.ambitionbox.com/overview/amrita-vishwa-vidyapeetham-overview,Education & Training,3.6,241.0,Coimbatore,24,,"Promotions, Salary, Work Satisfaction",1200.0,20,177,17,9
Vensa Infrastructure,https://www.ambitionbox.com/overview/vensa-infrastructure-overview,Real Estate,4.3,242.0,Hyderabad,26,"Job Security, Company Culture, Work Life Balance",,740.0,18,--,16,--
Valenta AI Private Limited,https://www.ambitionbox.com/overview/valenta-bpo-solutions-overview,Emerging Technologies,4.2,240.0,Bengaluru,12,"Work Life Balance, Company Culture, Work Satisfaction",,645.0,34,16,21,41
Rajan Technocast,https://www.ambitionbox.com/overview/rajan-technocast-overview,Industrial Machinery,4.7,240.0,Rajkot,19,"Salary, Work Life Balance, Work Satisfaction",,179.0,10,--,6,--
Ami Polymer,https://www.ambitionbox.com/overview/ami-polymer-overview,Medical Equipment,3.6,240.0,Dadra,&,Salary,,753.0,19,25,18,2
Kharafi National,https://www.ambitionbox.com/overview/kharafi-national-overview,Engineering & Construction,4.4,240.0,Chennai,18,"Work Satisfaction, Company Culture, Job Security",,321.0,3,--,32,--
SRR Projects,https://www.ambitionbox.com/overview/srr-projects-overview,Engineering & Construction,4.1,244.0,Hyderabad,27,"Company Culture, Job Security, Salary",,753.0,18,2,20,--
Teachers Insurance and Annuity Association of America,https://www.ambitionbox.com/overview/teachers-insurance-and-annuity-association-of-america-overview,Financial Services,3.8,239.0,Pune,4,"Work Life Balance, Company Culture, Salary",,2200.0,8,--,10,--
KNR Constructions,https://www.ambitionbox.com/overview/knr-constructions-overview,Engineering & Construction,4.0,239.0,Hyderabad,42,"Work Life Balance, Work Satisfaction, Skill Development",,757.0,9,2,22,--
Sears IT & Management Services India,https://www.ambitionbox.com/overview/sears-it-and-amp-management-services-india-overview,IT Services & Consulting,3.1,239.0,Pune,3,,"Job Security, Promotions, Skill Development",1300.0,16,--,32,--
Changepond Technologies,https://www.ambitionbox.com/overview/changepond-technologies-overview,IT Services & Consulting,2.9,239.0,Chennai,5,,"Company Culture, Promotions, Salary",2000.0,32,1,14,--
American Tower Corporation,https://www.ambitionbox.com/overview/american-tower-corporation-overview,Telecom,4.0,240.0,Gurugram,45,"Work Life Balance, Company Culture, Work Satisfaction",,1100.0,6,--,29,--
Neudesic Technologies,https://www.ambitionbox.com/overview/neudesic-technologies-overview,IT Services & Consulting,4.1,239.0,Bengaluru,4,"Skill Development, Salary, Company Culture",,2100.0,40,5,9,--
Linux Laboratories,https://www.ambitionbox.com/overview/linux-laboratories-overview,Pharma,3.9,239.0,Chennai,38,"Work Satisfaction, Salary, Company Culture",,542.0,24,8,16,--
Verifone,https://www.ambitionbox.com/overview/verifone-overview,FinTech,3.1,240.0,Bengaluru,6,,"Job Security, Promotions, Skill Development",1700.0,28,--,20,7
Focus Energy,https://www.ambitionbox.com/overview/focus-energy-overview,Oil & Gas,3.5,239.0,Jaisalmer,17,,"Promotions, Salary, Company Culture",759.0,20,5,45,--
Neogen Chemicals,https://www.ambitionbox.com/overview/neogen-chemicals-overview,Chemicals,4.0,240.0,Bharuch,9,"Job Security, Salary, Work Life Balance",,1400.0,18,3,15,--
HTL,https://www.ambitionbox.com/overview/htl-ltd-overview,Telecom,3.6,240.0,Chennai,12,,"Promotions, Company Culture, Job Security",1300.0,10,5,15,--
LinkedIn,https://www.ambitionbox.com/overview/linkedin-overview,Internet,3.9,239.0,Bengaluru,9,"Salary, Work Life Balance, Company Culture",,2400.0,76,--,17,9
Moople Academy,https://www.ambitionbox.com/overview/moople-academy-overview,Education & Training,4.2,240.0,Kolkata,12,"Company Culture, Skill Development, Work Life Balance",,140.0,45,1,8,1
Stratosphere IT Services,https://www.ambitionbox.com/overview/stratosphere-it-services-overview,Recruitment,2.9,239.0,Hyderabad,18,,"Job Security, Promotions, Skill Development",1400.0,12,--,15,--
The Sparks Foundation,https://www.ambitionbox.com/overview/the-sparks-foundation-overview,Education & Training,4.3,238.0,Mumbai,20,"Work Life Balance, Skill Development, Company Culture",,321.0,23,--,10,--
Tesseract Imaging,https://www.ambitionbox.com/overview/tesseract-overview,Navi Mumbai +5 other locations,4.0,239.0,,,"Salary, Promotions, Skill Development",,628.0,14,--,20,--
Ishan Technologies,https://www.ambitionbox.com/overview/ishan-netsol-overview,Internet,3.8,240.0,Ahmedabad,36,,Promotions,924.0,18,6,13,--
Analytix Business Solutions,https://www.ambitionbox.com/overview/analytix-business-solutions-overview,Analytics & KPO,3.2,238.0,Ahmedabad,8,,"Promotions, Work Satisfaction, Company Culture",1200.0,30,4,14,12
Arihant Publications,https://www.ambitionbox.com/overview/arihant-publications-overview,Printing & Publishing,3.6,238.0,New,Delhi,,"Promotions, Job Security, Salary",559.0,28,4,12,1
Student Life,https://www.ambitionbox.com/overview/student-life-overview,Non-Profit,4.0,239.0,Kolkata,50,"Company Culture, Skill Development, Work Life Balance",,596.0,57,--,10,--
LNV Technology,https://www.ambitionbox.com/overview/lnv-technology-overview,Industrial Machinery,3.9,239.0,Chennai,32,"Salary, Work Life Balance, Work Satisfaction",,686.0,14,--,11,6
Algoworks,https://www.ambitionbox.com/overview/algoworks-technologies-overview,IT Services & Consulting,3.1,238.0,Noida,5,,"Job Security, Promotions, Skill Development",1700.0,34,33,20,--
Lifelong India,https://www.ambitionbox.com/overview/lifelong-india-ltd-dot-overview,Petrochemicals,4.0,239.0,Gurugram,8,"Job Security, Work Life Balance",,964.0,21,8,23,--
Impressico Business Solutions,https://www.ambitionbox.com/overview/impressico-business-solutions-overview,IT Services & Consulting,4.4,238.0,Noida,9,"Company Culture, Work Life Balance, Job Security",,1100.0,19,16,42,9
Rubamin,https://www.ambitionbox.com/overview/rubamin-ltd-dot-overview,Pharma,4.0,239.0,Vadodara,8,"Job Security, Company Culture, Work Life Balance",,1100.0,20,6,26,10
ADARSH DEVELOPERS,https://www.ambitionbox.com/overview/adarsh-developers-overview,Real Estate,4.2,238.0,Bengaluru,5,"Work Life Balance, Job Security, Company Culture",,723.0,14,7,21,--
Parason Machinery,https://www.ambitionbox.com/overview/parason-machinery-overview,Industrial Machinery,3.3,239.0,Chhatrapati,Sambhajinagar,,"Job Security, Promotions, Company Culture",1300.0,31,1,18,13
Gem Engserv,https://www.ambitionbox.com/overview/gem-engserv-overview,Engineering & Construction,4.0,238.0,Mumbai,22,"Work Life Balance, Salary, Company Culture",,919.0,31,--,19,1
Relevantz Technology Services,https://www.ambitionbox.com/overview/relevantz-technology-services-overview,IT Services & Consulting,3.6,238.0,Chennai,7,Salary,,1700.0,34,15,2,7
Karanwal Capital,https://www.ambitionbox.com/overview/karanwal-capital-overview,Investment Banking / Venture Capital / Private Equity,4.6,238.0,Mumbai,2,"Company Culture, Work Satisfaction, Job Security",,211.0,102,--,63,1
ORISSA METALIKS,https://www.ambitionbox.com/overview/orissa-metaliks-overview,Industrial Machinery,3.9,239.0,Kharagpur,10,"Job Security, Skill Development, Work Life Balance",,902.0,11,--,4,1
Rossari Biotech,https://www.ambitionbox.com/overview/rossari-biotech-overview,Chemicals,3.6,238.0,Mumbai,24,Salary,,1200.0,13,5,19,--
SkillRecruit,https://www.ambitionbox.com/overview/skilliantech-overview,Recruitment,4.4,238.0,Hyderabad,11,"Company Culture, Work Life Balance, Work Satisfaction",,345.0,9,--,98,3
Teerthanker Mahaveer University,https://www.ambitionbox.com/overview/teerthanker-mahaveer-university-overview,Education & Training,3.4,239.0,Moradabad,12,,"Promotions, Salary, Work Satisfaction",716.0,11,45,9,13
Qi Spine Clinic,https://www.ambitionbox.com/overview/qi-spine-clinic-overview,Healthcare,3.5,238.0,Mumbai,13,,"Promotions, Company Culture, Work Life Balance",548.0,42,15,18,--
Umedica Laboratories,https://www.ambitionbox.com/overview/umedica-laboratories-overview,Pharma,3.6,239.0,Vapi,11,,"Promotions, Salary",1200.0,16,17,13,--
Savita Oil Technologies,https://www.ambitionbox.com/overview/savita-oil-technologies-overview,Oil & Gas,4.1,237.0,Mumbai,31,"Job Security, Work Life Balance, Company Culture",,1000.0,12,3,12,--
Atibir Industries,https://www.ambitionbox.com/overview/atibir-industries-overview,Iron & Steel,3.1,238.0,Giridih,15,,"Promotions, Company Culture, Salary",587.0,6,3,28,--
Centaur Billing,https://www.ambitionbox.com/overview/centaur-billing-overview,Analytics & KPO,3.8,237.0,Chennai,2,"Work Life Balance, Work Satisfaction, Skill Development",,370.0,64,1,1,10
Helmerich & Payne,https://www.ambitionbox.com/overview/helmerich-and-payne-overview,Oil & Gas,3.7,237.0,Bengaluru,15,Work Life Balance,,1900.0,9,6,19,--
Uniinfo Telecom Services,https://www.ambitionbox.com/overview/uniinfo-telecom-services-overview,Telecom,3.5,237.0,Indore,35,,"Promotions, Salary, Company Culture",509.0,13,4,19,--
Drools,https://www.ambitionbox.com/overview/drools-overview,FMCG,3.5,238.0,Bengaluru,58,,"Company Culture, Work Satisfaction, Job Security",756.0,10,2,7,4
Indiabulls Real Estate,https://www.ambitionbox.com/overview/indiabulls-real-estate-ltd-overview,Real Estate,4.4,238.0,Mumbai,22,"Work Life Balance, Company Culture, Work Satisfaction",,933.0,9,--,25,4
Vara United,https://www.ambitionbox.com/overview/vara-united-overview,IT Services & Consulting,3.7,237.0,Hyderabad,29,,"Promotions, Salary, Company Culture",672.0,9,4,19,2
Fusion,https://www.ambitionbox.com/overview/fusion-overview,IT Services & Consulting,3.1,239.0,Kolkata,34,,"Promotions, Salary, Company Culture",890.0,19,1,9,--
Koyo Bearings India,https://www.ambitionbox.com/overview/koyo-bearings-india-overview,Auto Components,3.8,237.0,Rewari,9,Job Security,,753.0,8,--,33,--
Save the Children,https://www.ambitionbox.com/overview/save-the-children-overview,Non-Profit,4.3,237.0,Gurugram,40,"Company Culture, Work Life Balance, Work Satisfaction",,710.0,18,40,26,--
ZingHR,https://www.ambitionbox.com/overview/cnergyis-infotech-india-overview,IT Services & Consulting,2.9,237.0,Mumbai,11,,"Promotions, Company Culture, Work Life Balance",1200.0,23,--,10,--
Bombay Rayon Fashions,https://www.ambitionbox.com/overview/bombay-rayon-fashions-overview,Fashion & Textile,3.3,237.0,Mumbai,21,,"Promotions, Company Culture, Work Satisfaction",847.0,6,--,21,--
Essae Digitronics,https://www.ambitionbox.com/overview/essae-digitronics-overview,Electronics Manufacturing,4.1,238.0,Bengaluru,37,"Company Culture, Work Life Balance, Skill Development",,822.0,14,2,20,2
Steril Gene Life Sciences,https://www.ambitionbox.com/overview/steril-gene-life-sciences-overview,Pharma,3.8,241.0,Puducherry,11,"Job Security, Skill Development, Work Life Balance",,1100.0,16,5,11,--
Futurism Technologies,https://www.ambitionbox.com/overview/futurism-technologies-overview,IT Services & Consulting,3.8,237.0,Pune,3,Skill Development,,1200.0,43,--,11,--
Advantum Health,https://www.ambitionbox.com/overview/advantum-health-overview,Healthcare,2.8,237.0,Hyderabad,4,,"Job Security, Company Culture, Promotions",864.0,13,48,23,--
Fibe,https://www.ambitionbox.com/overview/fibe-overview,FinTech,3.7,238.0,Pune,18,,Promotions,1500.0,17,23,16,6
Excelra Knowledge Solutions,https://www.ambitionbox.com/overview/excelra-knowledge-solutions-overview,Analytics & KPO,3.5,237.0,Hyderabad,7,,"Promotions, Salary, Skill Development",989.0,22,13,23,7
Fragomen Immigration Services,https://www.ambitionbox.com/overview/fragomen-immigration-services-overview,Travel & Tourism,3.5,238.0,Kochi,14,,"Promotions, Skill Development, Salary",1100.0,17,--,19,--
ARB Bearings,https://www.ambitionbox.com/overview/arb-bearings-limited-overview,Auto Components,3.6,237.0,New,Delhi,,"Promotions, Company Culture, Work Satisfaction",875.0,14,--,9,--
Flash Viven Machining Technologies,https://www.ambitionbox.com/overview/flash-viven-machining-technologies-overview,Auto Components,3.7,237.0,Pune,2,,"Promotions, Work Life Balance, Salary",1100.0,15,--,19,2
Raheja Developers,https://www.ambitionbox.com/overview/raheja-developers-overview,Real Estate,3.1,236.0,Gurugram,6,,"Promotions, Salary, Work Satisfaction",828.0,7,5,16,--
PrepLadder,https://www.ambitionbox.com/overview/prepladder-dot-com-overview,EdTech,2.6,237.0,Chandigarh,17,,"Job Security, Promotions, Skill Development",1100.0,31,5,23,--
RAKS Pharma,https://www.ambitionbox.com/overview/raks-pharma-overview,Pharma,3.9,236.0,Visakhapatnam,11,"Salary, Company Culture, Work Life Balance",,775.0,11,5,31,--
MKCL,https://www.ambitionbox.com/overview/mkcl-overview,Education & Training,3.8,237.0,Pune,32,"Work Life Balance, Job Security, Company Culture",,1100.0,16,3,21,--
Jaypee Hotels,https://www.ambitionbox.com/overview/jaypee-hotels-overview,Hospitality,3.9,237.0,New,Delhi,"Work Life Balance, Job Security",,683.0,12,--,32,--
SAVA Healthcare,https://www.ambitionbox.com/overview/sava-healthcare-overview,Pharma,3.8,237.0,Pune,19,Job Security,,849.0,15,34,23,1
Ts Tech Sun India,https://www.ambitionbox.com/overview/ts-tech-sun-overview,Automobile,4.1,237.0,Neemrana,13,"Work Life Balance, Salary, Job Security",,769.0,18,3,21,--
AYM Syntex,https://www.ambitionbox.com/overview/aym-syntex-overview,Fashion & Textile,3.3,237.0,Mumbai,9,,"Promotions, Work Life Balance, Job Security",915.0,22,1,23,--
Scyo Decision Services,https://www.ambitionbox.com/overview/scyo-decision-services-overview,Analytics & KPO,4.4,236.0,Chennai,3,"Job Security, Company Culture, Work Life Balance",,391.0,24,4,2,6
