company_name,company_url,industry,rating,reviews,headquarter,other_locations_count,highly_rated_for,critically_rated_for,salaries,interviews,jobs,benefits,photos
Koch Business Solutions,https://www.ambitionbox.com/overview/koch-business-solutions-overview,IT Services & Consulting,3.1,775.0,Bengaluru,11,,"Promotions, Job Security, Work Satisfaction",5300.0,72,--,53,--
Bikanervala,https://www.ambitionbox.com/overview/bikanervala-overview,FMCG,4.0,777.0,New,Delhi,"Work Life Balance, Skill Development",,2100.0,36,3,60,--
Better.com,https://www.ambitionbox.com/overview/better-dot-com-overview,Financial Services,3.0,770.0,Gurugram,10,,"Job Security, Promotions, Skill Development",3800.0,60,--,118,--
Paytm Payments Services,https://www.ambitionbox.com/overview/paytm-payments-services-overview,FinTech,3.3,810.0,Noida,199,,"Job Security, Company Culture, Promotions",1700.0,33,--,20,1
Nvidia,https://www.ambitionbox.com/overview/nvidia-overview,Hardware & Networking,3.4,770.0,Pune,20,,"Promotions, Skill Development, Work Satisfaction",5800.0,137,369,70,20
Cotiviti,https://www.ambitionbox.com/overview/cotiviti-overview,Analytics & KPO,3.4,772.0,Hyderabad,11,,"Promotions, Work Satisfaction, Skill Development",4900.0,94,54,58,9
Sun Life Financial,https://www.ambitionbox.com/overview/sun-life-financial-overview,Financial Services,3.8,769.0,Gurugram,14,"Work Life Balance, Job Security, Company Culture",,4200.0,55,--,114,10
Rentokil Pest Control,https://www.ambitionbox.com/overview/rentokil-pest-control-overview,Facility Management Services,3.4,770.0,Mumbai,115,,"Promotions, Work Satisfaction, Salary",2100.0,47,220,76,5
TDK India Private Limited,https://www.ambitionbox.com/overview/tdk-india-overview,Semiconductors,3.9,771.0,Nashik,30,"Work Life Balance, Job Security",,2300.0,48,29,64,24
Sun Life Financial,https://www.ambitionbox.com/overview/sun-life-financial-overview,Financial Services,3.8,769.0,Gurugram,14,"Work Life Balance, Job Security, Company Culture",,4200.0,55,--,114,10
BCD Travel,https://www.ambitionbox.com/overview/bcd-travel-overview,Travel & Tourism,4.3,767.0,Bengaluru,11,"Job Security, Company Culture, Work Life Balance",,1800.0,153,20,41,12
Jubilant Ingrevia,https://www.ambitionbox.com/overview/jubilant-ingrevia-overview,Chemicals,3.8,768.0,Bharuch,33,,"Promotions, Skill Development",3100.0,57,--,28,--
Ag Industries,https://www.ambitionbox.com/overview/ag-industries-pvt-overview,Auto Components,3.9,768.0,Gurugram,35,"Work Life Balance, Job Security, Work Satisfaction",,2800.0,64,10,56,5
YOKOGAWA,https://www.ambitionbox.com/overview/yokogawa-overview,Industrial Automation,3.8,767.0,Bengaluru,31,"Job Security, Work Life Balance",,3800.0,78,87,86,--
Mswipe Technologies,https://www.ambitionbox.com/overview/mswipe-technologies-overview,FinTech,3.3,765.0,Mumbai,103,,"Promotions, Job Security, Work Satisfaction",2300.0,37,4,49,3
The Akshaya Patra Foundation,https://www.ambitionbox.com/overview/akshaya-patra-foundation-overview,Non-Profit,4.4,764.0,Bengaluru,70,"Work Life Balance, Company Culture, Work Satisfaction",,2000.0,62,9,65,48
Galfar,https://www.ambitionbox.com/overview/galfar-engineering-and-contracting-saog-overview,Engineering & Construction,3.8,764.0,Muscat,40,"Work Life Balance, Job Security",,1900.0,32,--,79,--
CtrlS,https://www.ambitionbox.com/overview/ctrls-datacenters-overview,IT Services & Consulting,3.6,765.0,Hyderabad,17,Salary,,3400.0,63,5,98,5
CADD Centre Training Services,https://www.ambitionbox.com/overview/cadd-centre-training-services-overview,Education & Training,3.8,763.0,Chennai,136,Skill Development,,2000.0,38,4,91,--
GirnarSoft,https://www.ambitionbox.com/overview/girnarsoft-overview,IT Services & Consulting,3.8,763.0,Gurugram,57,,"Promotions, Job Security",3200.0,36,1,92,2
Adani Cement,https://www.ambitionbox.com/overview/adani-cement-overview,Building Material,3.4,770.0,Ahmedabad,185,,"Job Security, Promotions, Company Culture",2700.0,70,--,18,5
Dunzo,https://www.ambitionbox.com/overview/dunzo-overview,Internet,3.5,761.0,Bengaluru,21,,"Job Security, Promotions, Work Satisfaction",3200.0,71,--,22,5
Dodla Dairy,https://www.ambitionbox.com/overview/dodla-dairy-overview,Food Processing,4.2,763.0,Hyderabad,80,"Company Culture, Work Life Balance, Job Security",,2100.0,49,18,58,3
1 India Family Mart,https://www.ambitionbox.com/overview/1-india-family-mart-overview,Retail,4.6,761.0,New,Delhi,"Company Culture, Work Life Balance, Work Satisfaction",,1500.0,40,--,40,2
OLX India,https://www.ambitionbox.com/overview/olx-overview,Internet,3.9,759.0,Gurugram,57,"Salary, Work Life Balance",,3200.0,69,6,115,9
McKinsey & Company,https://www.ambitionbox.com/overview/mckinsey-and-company-overview,Management Consulting,3.9,760.0,Gurugram,26,Company Culture,,8900.0,255,11,71,--
Molex,https://www.ambitionbox.com/overview/molex-overview,Electronics Manufacturing,3.8,759.0,Bengaluru,17,Work Life Balance,,4100.0,73,5,65,--
Adidas,https://www.ambitionbox.com/overview/adidas-overview,Fashion & Textile,3.9,759.0,Gurugram,71,"Salary, Work Life Balance",,4100.0,88,71,60,2
Goodyear,https://www.ambitionbox.com/overview/goodyear-overview,Auto Components,3.4,758.0,Chhatrapati,Sambhajinagar,,"Promotions, Company Culture, Work Satisfaction",2700.0,77,2,55,14
Bristlecone,https://www.ambitionbox.com/overview/bristlecone-overview,IT Services & Consulting,3.6,755.0,Bengaluru,14,Work Life Balance,,6200.0,78,165,58,1
Vindhya Telelinks,https://www.ambitionbox.com/overview/vindhya-telelinks-limited-overview,Engineering & Construction,4.0,757.0,Lucknow,100,"Salary, Work Life Balance",,2200.0,51,2,38,10
Medreich,https://www.ambitionbox.com/overview/medreich-overview,Pharma,3.8,755.0,Bengaluru,16,Job Security,,3000.0,64,7,72,10
TransUnion,https://www.ambitionbox.com/overview/transunion-overview,Financial Services,3.6,753.0,Chennai,10,,"Promotions, Job Security, Skill Development",6700.0,107,67,64,13
Wolters Kluwer,https://www.ambitionbox.com/overview/wolters-kluwer-overview,Software Product,3.8,754.0,Pune,18,"Work Life Balance, Job Security",,5400.0,97,1,57,1
Biba Apparels,https://www.ambitionbox.com/overview/biba-apparels-overview,Fashion & Textile,3.5,753.0,New,Delhi,,"Promotions, Company Culture, Work Satisfaction",2200.0,52,--,68,3
Magic Bus India Foundation,https://www.ambitionbox.com/overview/magicbus-india-foundation-overview,Non-Profit,3.9,755.0,Chennai,82,"Work Life Balance, Skill Development, Salary",,1900.0,52,34,56,--
Infor Global Solution,https://www.ambitionbox.com/overview/infor-global-solution-overview,Software Product,3.9,751.0,Hyderabad,10,"Work Life Balance, Company Culture, Job Security",,7000.0,87,64,68,9
Expleo Solutions,https://www.ambitionbox.com/overview/expleo-solutions-overview,IT Services & Consulting,,,Chennai,15,,"Promotions, Job Security, Salary",,--,--,--,--
Magic EdTech,https://www.ambitionbox.com/overview/magic-edtech-overview,EdTech,3.5,752.0,Noida,13,,"Promotions, Job Security, Salary",3800.0,105,13,36,44
Visteon,https://www.ambitionbox.com/overview/visteon-overview,Auto Components,3.1,752.0,Chennai,22,,"Work Life Balance, Promotions, Company Culture",4700.0,65,270,52,--
Indusind Marketing & Financial Services,https://www.ambitionbox.com/overview/indusind-marketing-and-financial-services-overview,Financial Services,3.6,750.0,Chennai,284,,"Promotions, Salary",1600.0,33,--,57,--
Technotask Business Solutions,https://www.ambitionbox.com/overview/technotask-business-solutions-overview,BPO,3.4,754.0,Bhopal,22,,"Promotions, Salary, Job Security",2200.0,66,7,12,8
SLK Global Services,https://www.ambitionbox.com/overview/slk-global-bpo-services-overview,BPO,4.0,747.0,Bengaluru,9,"Company Culture, Job Security, Work Life Balance",,2400.0,35,--,86,--
Apple,https://www.ambitionbox.com/overview/apple-overview,Consumer Electronics & Appliances,4.3,748.0,Bengaluru,114,"Company Culture, Skill Development, Work Life Balance",,5700.0,180,122,57,8
BSH Home Appliances Group,https://www.ambitionbox.com/overview/bsh-hausgerte-gmbh-overview,Consumer Electronics & Appliances,3.7,747.0,Bengaluru,62,,Promotions,2700.0,40,7,8,--
TTK Prestige,https://www.ambitionbox.com/overview/ttk-prestige-overview,Consumer Electronics & Appliances,3.9,746.0,Bengaluru,86,Job Security,,2600.0,52,18,54,2
Patel Engineering,https://www.ambitionbox.com/overview/patel-engineering-overview,Engineering & Construction,4.1,747.0,Mumbai,75,"Job Security, Company Culture, Work Life Balance",,2400.0,47,--,54,7
Autoliv,https://www.ambitionbox.com/overview/autoliv-overview,Auto Components,3.9,746.0,Bengaluru,25,"Job Security, Company Culture, Salary",,3000.0,45,5,61,--
CJ Darcl Logistics Limited,https://www.ambitionbox.com/overview/cj-darcl-logistics-overview,Logistics,3.9,750.0,Gurugram,86,Work Life Balance,,2100.0,47,1,51,425
Tejas Networks,https://www.ambitionbox.com/overview/tejas-networks-overview,Hardware & Networking,3.8,750.0,Bengaluru,39,,"Promotions, Salary",4300.0,96,--,35,1
Progressive Infovision,https://www.ambitionbox.com/overview/progressive-infovision-overview,Recruitment,3.9,745.0,New,Delhi,Work Life Balance,,1200.0,71,--,78,--
LEAP India Limited,https://www.ambitionbox.com/overview/leap-india-overview,Packaging,4.5,743.0,Mumbai,51,"Work Life Balance, Salary, Company Culture",,1400.0,51,3,38,14
Tavant Technologies,https://www.ambitionbox.com/overview/tavant-technologies-overview,IT Services & Consulting,3.9,744.0,Bengaluru,13,"Company Culture, Work Life Balance",,6400.0,81,53,95,11
Vizag Steel,https://www.ambitionbox.com/overview/vizag-steel-overview,Iron & Steel,3.9,746.0,Visakhapatnam,30,"Work Life Balance, Job Security",,1700.0,37,--,52,1
Belstar Microfinance,https://www.ambitionbox.com/overview/belstar-microfinance-overview,NBFC,4.0,750.0,Chennai,247,"Company Culture, Work Life Balance, Work Satisfaction",,1700.0,47,--,22,7
Gartner,https://www.ambitionbox.com/overview/gartner-overview,Management Consulting,3.8,744.0,Gurugram,19,"Work Life Balance, Company Culture",,6900.0,103,35,26,13
Radico Khaitan,https://www.ambitionbox.com/overview/radico-khaitan-overview,Beverage,3.9,744.0,Rampur,86,"Job Security, Work Life Balance, Skill Development",,2100.0,70,--,43,45
Ramky Infrastructure,https://www.ambitionbox.com/overview/ramky-infrastructure-overview,Engineering & Construction,4.2,742.0,Hyderabad,52,"Job Security, Salary, Work Life Balance",,2000.0,55,--,66,2
Lovely Professional University,https://www.ambitionbox.com/overview/lovely-professional-university-overview,Education & Training,3.2,743.0,Jalandhar,32,,"Promotions, Company Culture, Work Satisfaction",2100.0,68,3,53,--
Mahindra Integrated Business Solutions,https://www.ambitionbox.com/overview/mahindra-integrated-business-solutions-overview,BPO,3.3,743.0,Mumbai,92,,"Promotions, Job Security, Work Satisfaction",2800.0,49,3,25,10
Evision Technoserve,https://www.ambitionbox.com/overview/evision-technoserve-overview,IT Services & Consulting,4.8,741.0,Pune,43,"Company Culture, Work Life Balance, Work Satisfaction",,214.0,324,--,25,--
HRH Next Services,https://www.ambitionbox.com/overview/hrh-next-services-overview,BPO,2.9,743.0,Hyderabad,23,,"Salary, Promotions, Company Culture",2000.0,58,9,50,--
Amrit Cement,https://www.ambitionbox.com/overview/amrit-cement-overview,Building Material,3.9,741.0,Guwahati,52,"Work Life Balance, Skill Development",,1600.0,86,23,33,3
Ness Digital Engineering,https://www.ambitionbox.com/overview/ness-digital-engineering-overview,IT Services & Consulting,3.2,739.0,Bengaluru,12,,"Job Security, Promotions, Work Satisfaction",5700.0,74,10,16,2
NephroPlus,https://www.ambitionbox.com/overview/nephroplus-overview,Healthcare,3.9,743.0,Hyderabad,119,"Skill Development, Work Life Balance",,3100.0,337,23,46,3
Bisk Farm,https://www.ambitionbox.com/overview/bisk-farm-overview,Food Processing,4.0,740.0,Kolkata,142,"Work Life Balance, Job Security, Skill Development",,1400.0,35,14,46,1
IHG,https://www.ambitionbox.com/overview/ihg-overview,Hospitality,3.7,738.0,New,Delhi,,"Promotions, Salary, Work Satisfaction",2700.0,41,176,92,--
Diebold Nixdorf,https://www.ambitionbox.com/overview/diebold-nixdorf-overview,Software Product,3.6,738.0,Hyderabad,46,,"Promotions, Skill Development, Work Satisfaction",3600.0,57,15,89,11
PPG Asian Paints,https://www.ambitionbox.com/overview/ppg-asian-paints-overview,Chemicals,3.8,739.0,Mumbai,60,"Job Security, Salary",,2900.0,46,4,68,5
Impetus Technologies,https://www.ambitionbox.com/overview/impetus-technologies-overview,IT Services & Consulting,3.2,739.0,Indore,16,,"Work Satisfaction, Promotions, Company Culture",6600.0,123,53,66,245
Asb International,https://www.ambitionbox.com/overview/asb-international-overview,Industrial Machinery,3.7,741.0,Mumbai,23,"Job Security, Skill Development",,2800.0,38,--,56,--
Bridgestone - Global Capability Center,https://www.ambitionbox.com/overview/bridgestone-global-capability-center-overview,Auto Components,4.0,738.0,Pune,63,"Company Culture, Work Life Balance, Job Security",,2900.0,51,15,66,--
Elite Elevators,https://www.ambitionbox.com/overview/elite-elevators-limited-overview,Industrial Machinery,4.2,737.0,Chennai,42,"Salary, Skill Development, Company Culture",,1100.0,54,1,73,12
Grihum Housing Finance,https://www.ambitionbox.com/overview/grihum-housing-finance-overview,NBFC,3.7,742.0,Pune,155,Salary,,2300.0,33,30,14,3
Nomura Holdings,https://www.ambitionbox.com/overview/nomura-holdings-overview,Investment Banking / Venture Capital / Private Equity,3.6,738.0,Mumbai,11,Job Security,,7300.0,87,258,92,34
Kaar Tech,https://www.ambitionbox.com/overview/kaar-tech-overview,IT Services & Consulting,4.2,737.0,Chennai,12,"Job Security, Skill Development, Work Satisfaction",,2300.0,236,17,20,7
DuPont,https://www.ambitionbox.com/overview/dupont-overview,Waste Management,4.3,736.0,Hyderabad,46,"Company Culture, Work Life Balance, Job Security",,3000.0,47,24,97,1
Emami Agrotech,https://www.ambitionbox.com/overview/emami-biotech-overview,Food Processing,3.9,738.0,Kolkata,68,"Work Life Balance, Job Security",,2600.0,47,15,58,--
Moglix,https://www.ambitionbox.com/overview/moglix-overview,Internet,3.3,735.0,Noida,42,,"Job Security, Promotions, Work Satisfaction",3800.0,72,20,49,6
Blue Yonder,https://www.ambitionbox.com/overview/blue-yonder-overview,Software Product,3.4,734.0,Bengaluru,14,,"Promotions, Work Satisfaction, Salary",7800.0,76,220,77,8
Joyalukkas,https://www.ambitionbox.com/overview/joyalukkas-overview,Retail,4.5,735.0,Bengaluru,76,"Salary, Job Security, Skill Development",,1100.0,192,6,195,4
VRL Logistics,https://www.ambitionbox.com/overview/vrl-logistics-overview,Logistics,3.8,736.0,Bengaluru,128,,"Promotions, Job Security",1800.0,27,1,40,2
SG Analytics,https://www.ambitionbox.com/overview/sg-analytics-overview,Analytics & KPO,2.5,732.0,Pune,12,,"Promotions, Work Satisfaction, Job Security",3900.0,86,20,53,1
Rane NSK Steering Systems,https://www.ambitionbox.com/overview/rane-nsk-steering-systems-ltd-dot-overview,Auto Components,4.0,736.0,Chennai,27,"Skill Development, Company Culture",,2100.0,44,--,70,1
Wuerth,https://www.ambitionbox.com/overview/wuerth-india-private-limited-overview,Industrial Machinery,3.5,731.0,Pune,70,,"Promotions, Work Satisfaction, Skill Development",2400.0,46,3,79,--
Surya Roshni,https://www.ambitionbox.com/overview/surya-roshni-overview,Building Material,4.1,732.0,New,Delhi,"Work Life Balance, Job Security, Work Satisfaction",,2300.0,23,11,48,3
NecLife,https://www.ambitionbox.com/overview/neclife-overview,Pharma,3.5,731.0,Chandigarh,33,Job Security,,2300.0,62,2,57,2
Finova Capital,https://www.ambitionbox.com/overview/finova-capital-overview,NBFC,3.9,734.0,Jaipur,201,"Salary, Work Life Balance",,1700.0,31,25,27,13
Capco Technologies,https://www.ambitionbox.com/overview/capco-technologies-overview,IT Services & Consulting,3.8,730.0,Bengaluru,19,"Work Life Balance, Company Culture",,5400.0,100,44,54,19
R.S. Infraprojects,https://www.ambitionbox.com/overview/rs-infra-projects-overview,Engineering & Construction,3.9,736.0,Noida,108,"Job Security, Work Life Balance",,1800.0,43,3,66,1
Vertex Customer Solutions,https://www.ambitionbox.com/overview/vertex-customer-solutions-overview,IT Services & Consulting,3.6,728.0,Chennai,33,,"Salary, Work Satisfaction, Promotions",1000.0,16,--,83,1
Raychem RPG,https://www.ambitionbox.com/overview/raychem-rpg-overview,Electrical Equipment,3.8,729.0,Mumbai,33,,"Promotions, Work Satisfaction, Job Security",2500.0,34,2,96,7
Bharat Serums and Vaccines,https://www.ambitionbox.com/overview/bharat-serums-and-vaccines-overview,Pharma,3.9,730.0,Mumbai,68,Work Life Balance,,2400.0,32,21,66,1
TVS Electronics,https://www.ambitionbox.com/overview/tvs-electronics-overview,Electronics Manufacturing,3.7,729.0,Chennai,74,,"Promotions, Salary",2400.0,33,5,67,--
HCL Healthcare,https://www.ambitionbox.com/overview/hcl-healthcare-overview,Healthcare,4.5,727.0,Noida,41,"Work Life Balance, Skill Development, Company Culture",,1100.0,181,13,30,63
Keventer,https://www.ambitionbox.com/overview/keventer-agro-ltd-overview,FMCG,3.7,727.0,Kolkata,68,Work Life Balance,,2200.0,36,3,55,--
Caparo Engineering India,https://www.ambitionbox.com/overview/caparo-engineering-india-pvt-dot-ltd-overview,Auto Components,4.0,726.0,Chennai,35,"Skill Development, Work Life Balance, Work Satisfaction",,2500.0,35,--,61,2
Medtronic,https://www.ambitionbox.com/overview/medtronic-overview,Medical Equipment,3.9,726.0,Hyderabad,49,"Work Life Balance, Salary",,4900.0,84,119,66,--
ffreedom app,https://www.ambitionbox.com/overview/ffreedom-app-overview,Internet,3.5,725.0,Bengaluru,28,,"Job Security, Work Satisfaction, Promotions",1400.0,64,--,2,12
CSC,https://www.ambitionbox.com/overview/csc-overview,Financial Services,3.6,726.0,Bengaluru,27,"Work Life Balance, Job Security",,4800.0,70,54,9,22
Lavender Technology,https://www.ambitionbox.com/overview/lavender-technology-overview,IT Services & Consulting,4.9,724.0,Bengaluru,8,"Company Culture, Promotions, Skill Development",,19.0,4,--,53,3
Triveni Engineering & Industries,https://www.ambitionbox.com/overview/triveni-engineering-and-industries-overview,Food Processing,4.1,727.0,Noida,62,"Job Security, Work Life Balance, Salary",,2600.0,51,2,60,2
Mynd Solutions Private,https://www.ambitionbox.com/overview/mynd-solutions-private-overview,BPO,3.6,724.0,Gurugram,33,,"Promotions, Salary",3200.0,36,6,40,3
Transsion,https://www.ambitionbox.com/overview/transsion-holdings-overview,Consumer Electronics & Appliances,3.8,724.0,Noida,67,Work Life Balance,,2600.0,41,6,69,4
Myk Laticrete,https://www.ambitionbox.com/overview/myk-laticrete-overview,Building Material,3.8,728.0,Hyderabad,99,Salary,,2400.0,31,25,41,1
TDS Lithium-Ion Battery,https://www.ambitionbox.com/overview/tdsg-lithium-ion-battery-gujarat-overview,Auto Components,4.2,727.0,Ahmedabad,24,"Company Culture, Work Life Balance, Job Security",,2500.0,99,--,41,--
Quislex Legal Services,https://www.ambitionbox.com/overview/quislex-legal-services-overview,Legal,4.1,723.0,Hyderabad,12,"Company Culture, Work Life Balance, Skill Development",,1800.0,42,2,59,1
ChannelPlay,https://www.ambitionbox.com/overview/channelplay-overview,Marketing & Advertising,3.7,725.0,Gurugram,97,,"Promotions, Job Security",2000.0,32,144,95,--
Vasudha Pharma Chem,https://www.ambitionbox.com/overview/vasudha-pharma-chem-overview,Pharma,4.0,727.0,Visakhapatnam,10,"Company Culture, Work Life Balance, Job Security",,2300.0,41,1,65,--
Orient Technologies,https://www.ambitionbox.com/overview/orient-technologies-overview,IT Services & Consulting,3.7,722.0,Mumbai,53,,"Promotions, Salary, Work Satisfaction",3000.0,50,7,47,2
Solv,https://www.ambitionbox.com/overview/solv-overview,Internet,3.5,722.0,Bengaluru,143,Salary,,1700.0,47,--,16,1
Titan Eye Plus,https://www.ambitionbox.com/overview/titan-eye-plus-overview,Other,4.1,722.0,Kolkata,138,"Skill Development, Company Culture, Work Life Balance",,1500.0,42,--,58,2
ANAROCK Property Consultants,https://www.ambitionbox.com/overview/anarock-property-consultants-overview,Real Estate,3.5,723.0,Mumbai,32,,"Promotions, Work Satisfaction, Job Security",3300.0,67,71,39,10
PCBL Chemical Limited,https://www.ambitionbox.com/overview/phillips-carbon-black-overview,Petrochemicals,3.9,721.0,Vadodara,27,Salary,,2700.0,75,2,54,1
Micro Turners,https://www.ambitionbox.com/overview/micro-turners-overview,Auto Components,3.8,720.0,Baddi,43,Skill Development,,2200.0,36,4,53,--
Narayana e-Techno School,https://www.ambitionbox.com/overview/narayana-e-techno-school-overview,Education & Training,3.5,721.0,Bengaluru,110,,"Promotions, Company Culture, Work Life Balance",2200.0,57,1,32,--
Flash Electronics,https://www.ambitionbox.com/overview/flash-electronics-overview,Electronics Manufacturing,3.6,719.0,Pune,22,,"Promotions, Salary, Work Satisfaction",2600.0,37,--,61,--
My Home Industries,https://www.ambitionbox.com/overview/my-home-industries-overview,Building Material,4.1,718.0,Hyderabad,74,"Work Life Balance, Company Culture, Job Security",,2300.0,46,6,63,2
Sigma Engineered Solutions,https://www.ambitionbox.com/overview/sigma-engineered-solutions-overview,Industrial Machinery,3.9,721.0,Pune,18,"Company Culture, Skill Development, Work Life Balance",,2800.0,36,--,21,4
Lionbridge Technologies,https://www.ambitionbox.com/overview/lionbridge-technologies-overview,Content Development,3.4,718.0,Mumbai,17,,"Promotions, Skill Development, Salary",3900.0,52,17,62,5
BASF,https://www.ambitionbox.com/overview/basf-overview,Chemicals,4.3,719.0,Mumbai,101,"Work Life Balance, Company Culture, Work Satisfaction",,2600.0,36,18,67,9
Wissen Technology,https://www.ambitionbox.com/overview/wissen-technology-overview,IT Services & Consulting,3.7,717.0,Bengaluru,9,,Promotions,5600.0,215,78,88,34
Welspun World,https://www.ambitionbox.com/overview/welspun-group-overview,Building Material,3.7,718.0,Anjar,57,,Promotions,2600.0,60,85,87,1
North East Small Finance Bank,https://www.ambitionbox.com/overview/north-east-small-finance-bank-overview,Banking,3.5,716.0,Guwahati,96,,"Promotions, Job Security, Work Satisfaction",1800.0,30,--,41,8
TCI Express,https://www.ambitionbox.com/overview/tci-express-overview,Logistics,3.8,721.0,New,Delhi,"Job Security, Work Life Balance, Skill Development",,2000.0,51,2,60,--
BrightCHAMPS,https://www.ambitionbox.com/overview/brightchamps-overview,EdTech,4.1,717.0,Bengaluru,29,"Work Life Balance, Skill Development, Company Culture",,1200.0,107,19,52,4
Corteva Agriscience,https://www.ambitionbox.com/overview/corteva-agriscience-overview,Agro Chemicals,4.3,717.0,Hyderabad,111,"Company Culture, Work Life Balance, Work Satisfaction",,2700.0,41,15,62,1
Csc E Governance Services,https://www.ambitionbox.com/overview/csc-e-governance-services-overview,Government,3.7,717.0,New,Delhi,,"Promotions, Salary, Company Culture",1700.0,49,25,37,3
Wissen Infotech,https://www.ambitionbox.com/overview/wissen-infotech-overview,IT Services & Consulting,3.5,714.0,Bengaluru,15,,"Promotions, Job Security, Skill Development",5200.0,64,53,59,9
Suroj Buildcon,https://www.ambitionbox.com/overview/suroj-buildcon-overview,Engineering & Construction,4.0,717.0,Pune,57,"Job Security, Company Culture, Skill Development",,1700.0,43,1,66,7
Dhanuka Agritech,https://www.ambitionbox.com/overview/dhanuka-agritech-ltd-overview,Agro Chemicals,3.6,717.0,Gurugram,110,,"Promotions, Company Culture, Work Satisfaction",1900.0,50,6,63,2
Wow Momo Foods,https://www.ambitionbox.com/overview/wow-momo-foods-overview,Hospitality,4.1,714.0,Kolkata,67,"Job Security, Skill Development, Company Culture",,2100.0,258,13,20,1
uFaber,https://www.ambitionbox.com/overview/ufaber-overview,Education & Training,2.2,714.0,Mumbai,24,,"Promotions, Job Security, Salary",1400.0,54,--,55,3
Leverage Edu,https://www.ambitionbox.com/overview/leverage-edu-overview,EdTech,3.9,715.0,Noida,23,"Salary, Company Culture, Work Satisfaction",,1900.0,71,25,13,--
Doosan Power Systems,https://www.ambitionbox.com/overview/doosan-power-systems-overview,Power,4.4,713.0,Gurugram,32,"Work Life Balance, Company Culture, Work Satisfaction",,2500.0,45,--,86,29
Infinity Learn,https://www.ambitionbox.com/overview/infinity-learn-overview,EdTech,4.0,716.0,Hyderabad,23,"Salary, Company Culture, Work Life Balance",,2300.0,106,203,13,4
Livpure,https://www.ambitionbox.com/overview/livpure-overview,Consumer Electronics & Appliances,3.7,713.0,Gurugram,83,,Promotions,2300.0,41,10,52,3
JoulestoWatts Business Solutions,https://www.ambitionbox.com/overview/joulestowatts-business-solutions-overview,IT Services & Consulting,3.2,714.0,Bengaluru,17,,"Promotions, Job Security, Company Culture",3500.0,81,--,20,--
SMC Global Securities,https://www.ambitionbox.com/overview/smc-global-securities-overview,Financial Services,3.5,713.0,New,Delhi,,"Promotions, Salary, Work Satisfaction",2700.0,62,25,33,1
Indorama,https://www.ambitionbox.com/overview/indorama-overview,Agro Chemicals,3.9,713.0,Haldia,51,"Job Security, Work Life Balance",,2400.0,44,14,44,2
Teamlease Digital,https://www.ambitionbox.com/overview/teamlease-digital-overview,Recruitment,3.3,711.0,Bengaluru,69,,"Promotions, Job Security, Skill Development",3300.0,40,4,47,--
DeHaat,https://www.ambitionbox.com/overview/dehaat-overview,Internet,3.6,714.0,Gurugram,122,,"Job Security, Promotions, Work Satisfaction",2200.0,71,6,23,3
MPS Limited,https://www.ambitionbox.com/overview/mps-overview,Content Development,3.5,711.0,Dehradun,26,,"Promotions, Salary, Skill Development",3000.0,40,18,44,28
Cohesity,https://www.ambitionbox.com/overview/cohesity-overview,Software Product,3.7,712.0,Pune,48,Work Life Balance,,5200.0,87,14,88,--
Testbook.com,https://www.ambitionbox.com/overview/testbook-dot-com-overview,EdTech,3.3,711.0,Noida,31,,"Job Security, Promotions, Work Life Balance",4500.0,111,--,22,10
National Stock Exchange of India,https://www.ambitionbox.com/overview/national-stock-exchange-of-india-overview,Financial Services,3.5,711.0,Mumbai,35,Job Security,,4900.0,58,--,43,--
Neeyamo Enterprise Solutions,https://www.ambitionbox.com/overview/neeyamo-enterprise-solutions-overview,Madurai +10 other locations,3.4,709.0,,,Job Security,,4100.0,73,6,68,--
Licious,https://www.ambitionbox.com/overview/licious-overview,Hospitality,3.5,710.0,Bengaluru,41,,"Promotions, Work Satisfaction, Job Security",3200.0,79,29,88,1
XcelServ Solutions,https://www.ambitionbox.com/overview/xcel-serv-solutions-overview,IT Services & Consulting,4.4,709.0,New,Delhi,"Company Culture, Work Life Balance, Work Satisfaction",,417.0,12,--,11,--
HSBC Bank,https://www.ambitionbox.com/overview/hsbc-bank-overview,Banking,4.0,709.0,Bengaluru,40,"Company Culture, Work Life Balance, Job Security",,3000.0,46,--,27,--
Samunnati,https://www.ambitionbox.com/overview/samunnati-overview,NBFC,4.5,709.0,Chennai,61,"Work Life Balance, Company Culture, Work Satisfaction",,984.0,84,--,278,6
Saint Gobain Glass,https://www.ambitionbox.com/overview/saint-gobain-glass-overview,Building Material,4.0,710.0,Chennai,58,"Job Security, Skill Development, Company Culture",,2100.0,32,--,4,--
NSB Bpo Solutions,https://www.ambitionbox.com/overview/nsb-bpo-solutions-overview,BPO,2.7,709.0,Noida,83,,"Promotions, Salary, Job Security",1700.0,36,1,33,1
TCNS Clothing Company,https://www.ambitionbox.com/overview/tcns-clothing-company-overview,Fashion & Textile,4.2,709.0,New,Delhi,"Skill Development, Work Life Balance, Company Culture",,1500.0,27,2,60,--
Kiya.ai,https://www.ambitionbox.com/overview/kiya-dot-ai-overview,IT Services & Consulting,4.0,708.0,Mumbai,18,"Work Life Balance, Work Satisfaction, Job Security",,4300.0,52,100,29,--
Sintex BAPL,https://www.ambitionbox.com/overview/sintex-bapl-overview,Petrochemicals,3.6,708.0,Ahmedabad,81,Salary,,2400.0,45,2,76,--
